O:
[[ 7 13  5]
 [ 1  1  1]]
A:
[[2 1 0]
 [0 1 2]]
al: 0.0001
max_iter: 200000
gradient_eps 1e-09
t: 5000 ts: 100000
(231, 3)
[ 0.50667145  0.77966262] , [ 0.9   0.05  0.05] , 8.97204858124e-20 , 3.69282956632e-17 , True
[ 0.97305634  0.4594456 ] , [ 0.85  0.1   0.05] , 1.68340541573e-17 , -4.38443045378e-17 , True
[ 0.83769581  0.3054478 ] , [ 0.85  0.05  0.1 ] , 1.07386527327e-16 , -7.35856255364e-18 , True
[ 0.45397139  0.03381622] , [ 0.8   0.15  0.05] , -5.1856308805e-18 , 3.71918212473e-17 , True
[ 0.73509234  0.04376888] , [ 0.8  0.1  0.1] , 7.10146352933e-18 , 4.15232685261e-17 , True
[ 0.12891602  0.73403124] , [ 0.8   0.05  0.15] , 5.44436290922e-17 , 2.7604099662e-17 , True
[ 0.52199072  0.39361345] , [ 0.75  0.2   0.05] , 5.12710333529e-17 , 5.78978848066e-17 , True
[ 0.62426797  0.25759084] , [ 0.75  0.15  0.1 ] , 3.17522590531e-17 , 6.24628912048e-17 , True
[ 0.46898176  0.46329109] , [ 0.75  0.1   0.15] , -2.53312394642e-18 , -5.20607036163e-17 , True
[ 0.31184564  0.35176844] , [ 0.75  0.05  0.2 ] , -1.01241887852e-17 , 3.4036412549e-17 , True
[ 0.94145827  0.45519096] , [ 0.7   0.25  0.05] , 2.43211013818e-17 , 1.39685817495e-07 , True
[ 0.15644198  0.09605214] , [ 0.7  0.2  0.1] , -4.38457346044e-17 , -7.96154490333e-17 , True
[ 0.94872432  0.28264819] , [ 0.7   0.15  0.15] , 8.54285985419e-17 , -6.646031832e-17 , True
[ 0.58196694  0.57636922] , [ 0.7  0.1  0.2] , 4.24345308722e-17 , 1.9696183358e-18 , True
[ 0.68156765  0.62849709] , [ 0.7   0.05  0.25] , -1.65479032515e-17 , -7.16308409745e-17 , True
[ 0.39290197  0.3950125 ] , [ 0.65  0.3   0.05] , 0.00251623082046 , 0.00251623100797 , True
[ 0.42866388  0.14367239] , [ 0.65  0.25  0.1 ] , -5.80924720886e-18 , 5.20133288824e-18 , True
[ 0.89666208  0.77095379] , [ 0.65  0.2   0.15] , -4.8615597324e-17 , 1.02001347176e-06 , True
[ 0.77695097  0.39636206] , [ 0.65  0.15  0.2 ] , 9.02595279666e-17 , 4.12943953946e-17 , True
[ 0.99892647  0.71993432] , [ 0.65  0.1   0.25] , 3.86125672997e-17 , 5.13392495577e-16 , True
[ 0.1759028   0.55871163] , [ 0.65  0.05  0.3 ] , 6.68189537762e-18 , 5.53193820531e-17 , True
[ 0.91871046  0.82604614] , [ 0.6   0.35  0.05] , 0.0133316630132 , 0.0133320592155 , True
[ 0.3255793   0.50092707] , [ 0.6  0.3  0.1] , 0.000788424052416 , 0.000792095329627 , True
[ 0.54856219  0.4309427 ] , [ 0.6   0.25  0.15] , 2.49438573599e-17 , 4.72967167184e-06 , True
[ 0.55933792  0.80864653] , [ 0.6  0.2  0.2] , -3.56436988696e-17 , 1.63989286158e-12 , True
[ 0.49485016  0.83865593] , [ 0.6   0.15  0.25] , 1.04418282424e-17 , -3.80300659951e-17 , True
[ 0.36469617  0.77041598] , [ 0.6  0.1  0.3] , 3.73632748672e-17 , 2.86197993309e-17 , True
[ 0.07093211  0.92480374] , [ 0.6   0.05  0.35] , 2.94280433123e-17 , -5.03105989487e-17 , True
[ 0.38296084  0.61280244] , [ 0.55  0.4   0.05] , 0.0322764959098 , 0.0322764959098 , True
[ 0.84577002  0.91571039] , [ 0.55  0.35  0.1 ] , 0.00880554063571 , 0.00881353973129 , True
[ 0.37233951  0.15715861] , [ 0.55  0.3   0.15] , 3.37353601124e-05 , 4.38902347918e-05 , True
[ 0.0730999   0.60415045] , [ 0.55  0.25  0.2 ] , -1.54825022879e-17 , 3.03421034317e-15 , True
[ 0.59456424  0.9440939 ] , [ 0.55  0.2   0.25] , -7.93789247786e-18 , 2.64914465028e-12 , True
[ 0.4755028   0.94610559] , [ 0.55  0.15  0.3 ] , 6.6617199293e-18 , -2.81441385837e-17 , True
[ 0.60208789  0.45765301] , [ 0.55  0.1   0.35] , 6.56748074214e-18 , 8.46904639877e-17 , True
[ 0.18733701  0.62007732] , [ 0.55  0.05  0.4 ] , 6.92187772664e-17 , 3.67627119535e-17 , True
[ 0.27215769  0.23544142] , [ 0.5   0.45  0.05] , 0.0590925644232 , 0.0590925644232 , True
[ 0.76169791  0.48345805] , [ 0.5  0.4  0.1] , 0.025077611389 , 0.0250776113998 , True
