O:
[[ 7 10  2]
 [ 1  1  1]]
A:
[[2 1 0]
 [0 1 2]]
al: 0.0001
max_iter: 90000
t: 5000 ts: 100000
[ 0.66883338  0.15627604] , [ 0.01  0.26  0.73] , 1.39076223261e-18 , -7.27180243631e-17
[ 0.43830548  0.4441716 ] , [ 0.01  0.27  0.72] , 2.42673419425e-17 , -2.77674962927e-17
[ 0.36420867  0.65343038] , [ 0.01  0.28  0.71] , 6.50979570796e-18 , 6.4491602952e-17
[ 0.40760657  0.41090286] , [ 0.01  0.29  0.7 ] , 4.2052001979e-18 , -1.29300918616e-17
[ 0.16913107  0.62055816] , [ 0.01  0.3   0.69] , -4.30767717815e-18 , 7.3970843125e-17
[ 0.55463693  0.80477982] , [ 0.01  0.31  0.68] , 5.086481733e-17 , 3.32076782039e-17
[ 0.80910474  0.17339955] , [ 0.01  0.32  0.67] , 0.0 , 2.14497860471e-17
[ 0.76033665  0.43843785] , [ 0.01  0.33  0.66] , -1.47868953387e-17 , -1.22517010596e-17
[ 0.79301432  0.125069  ] , [ 0.01  0.34  0.65] , -1.12016259807e-17 , 2.15646054262e-17
[ 0.15453103  0.247503  ] , [ 0.01  0.35  0.64] , 1.23198663121e-17 , 7.20624827366e-18
[ 0.83709765  0.76452828] , [ 0.01  0.36  0.63] , 0.0 , 3.22961132997e-17
[ 0.13295109  0.38945517] , [ 0.01  0.37  0.62] , -2.35633986271e-17 , 3.13005162884e-17
[ 0.40997928  0.81947788] , [ 0.01  0.38  0.61] , 1.81360866155e-17 , -7.65370083713e-19
[ 0.89697068  0.62259035] , [ 0.01  0.39  0.6 ] , 1.12569361718e-17 , 1.53375489454e-17
[ 0.59966777  0.29316801] , [ 0.01  0.4   0.59] , 3.37685463459e-18 , -2.51753776976e-17
[ 0.896311    0.51377414] , [ 0.01  0.41  0.58] , 3.19511402545e-17 , -1.93704541731e-17
[ 0.59829472  0.81692614] , [ 0.01  0.42  0.57] , 2.64579611189e-17 , -2.59694020064e-18
[ 0.91639689  0.97071891] , [ 0.01  0.43  0.56] , -1.25473102872e-17 , -5.08904598032e-17
[ 0.27273929  0.98636648] , [ 0.01  0.44  0.55] , -1.44419076929e-17 , 2.88898972818e-17
[ 0.12175483  0.20956873] , [ 0.01  0.45  0.54] , 1.65629327274e-17 , 6.27987490354e-17
[ 0.17719994  0.61672803] , [ 0.01  0.46  0.53] , 8.02945814961e-18 , 9.06696530478e-17
[ 0.10412931  0.17416458] , [ 0.01  0.47  0.52] , 5.78019199323e-17 , -5.77103941361e-17
[ 0.03141376  0.79110968] , [ 0.01  0.48  0.51] , 6.60324530443e-18 , 3.2486722467e-15
[ 0.46655483  0.41139748] , [ 0.01  0.49  0.5 ] , 1.25442222011e-17 , 6.24911725139e-16
[ 0.03079673  0.99578793] , [ 0.01  0.5   0.49] , -1.04390140324e-18 , 5.28753669819e-14
[ 0.11444741  0.12218236] , [ 0.01  0.51  0.48] , 2.41048801779e-17 , 1.83028321267e-15
[ 0.45066292  0.16004298] , [ 0.01  0.52  0.47] , 7.89588728441e-18 , 6.7396037651e-14
[ 0.62074199  0.54316557] , [ 0.01  0.53  0.46] , 2.04182826772e-17 , 2.84590473806e-15
[ 0.46551426  0.60141   ] , [ 0.01  0.54  0.45] , 1.60563711447e-17 , 6.36857397412e-13
[ 0.89354652  0.01447433] , [ 0.01  0.55  0.44] , -1.63852572811e-17 , 3.88747960792e-11
[ 0.55715828  0.91201315] , [ 0.01  0.56  0.43] , 3.29218711247e-17 , 2.72902313773e-11
[ 0.91875269  0.92718324] , [ 0.01  0.57  0.42] , 3.54470324919e-17 , 1.9219584447e-11
[ 0.05310725  0.70742869] , [ 0.01  0.58  0.41] , 3.24395527076e-17 , 4.85341360034e-10
[ 0.9689434   0.42499214] , [ 0.01  0.59  0.4 ] , -8.45242452447e-18 , 8.70208889925e-10
[ 0.46321815  0.64133156] , [ 0.01  0.6   0.39] , 1.47948064384e-17 , 4.29731684312e-09
[ 0.09737039  0.52570165] , [ 0.01  0.61  0.38] , 2.34365853123e-17 , 2.69739226816e-08
[ 0.41499539  0.64409498] , [ 0.01  0.62  0.37] , -1.53190496946e-17 , 1.16548029875e-07
[ 0.92623441  0.5466316 ] , [ 0.01  0.63  0.36] , -4.32512339562e-17 , 5.38794547661e-08
[ 0.20096043  0.29118794] , [ 0.01  0.64  0.35] , 3.89834137318e-17 , 3.44490202152e-06
[ 0.09196632  0.60480174] , [ 0.01  0.65  0.34] , 2.44765554106e-17 , 3.22687502475e-05
[ 0.18558408  0.59728275] , [ 0.01  0.66  0.33] , 6.94496787253e-10 , 0.000221706380331
[ 0.46786666  0.37137877] , [ 0.01  0.67  0.32] , 0.00101382247528 , 0.00118838834366
[ 0.79250182  0.37677238] , [ 0.01  0.68  0.31] , 0.00409318555233 , 0.00410464883767
[ 0.37192709  0.21760727] , [ 0.01  0.69  0.3 ] , 0.00906696573537 , 0.00906858912726
[ 0.67129987  0.95874492] , [ 0.01  0.7   0.29] , 0.0158083419747 , 0.0158085925855
[ 0.25686109  0.78966476] , [ 0.01  0.71  0.28] , 0.0242225048477 , 0.024222525449
[ 0.65515146  0.20757605] , [ 0.01  0.72  0.27] , 0.0342380408185 , 0.0342380408767
[ 0.64880888  0.97401971] , [ 0.01  0.73  0.26] , 0.0458014550971 , 0.0458014551877
[ 0.42398884  0.40637039] , [ 0.01  0.74  0.25] , 0.0588735630081 , 0.0588735630102
[ 0.9132103   0.69711495] , [ 0.01  0.75  0.24] , 0.0734270633824 , 0.0734270633824
[ 0.15943918  0.24336194] , [ 0.01  0.76  0.23] , 0.0894449021354 , 0.0894449021355
[ 0.70155589  0.74485352] , [ 0.01  0.77  0.22] , 0.106919193831 , 0.106919193831
[ 0.01884096  0.96591868] , [ 0.01  0.78  0.21] , 0.125850561207 , 0.125850561207
[ 0.57205477  0.53854597] , [ 0.01  0.79  0.2 ] , 0.146247809431 , 0.146247809431
[ 0.91011028  0.66292266] , [ 0.01  0.8   0.19] , 0.168127889669 , 0.168127889669
[ 0.05353168  0.0481365 ] , [ 0.01  0.81  0.18] , 0.191516134348 , 0.191516134348
[ 0.36353367  0.92688244] , [ 0.01  0.82  0.17] , 0.216446769892 , 0.216446769892
[ 0.40292182  0.27879028] , [ 0.01  0.83  0.16] , 0.242963735585 , 0.242963735585
[ 0.71736358  0.59984894] , [ 0.01  0.84  0.15] , 0.271121863241 , 0.271121863241
[ 0.94632545  0.85988001] , [ 0.01  0.85  0.14] , 0.300988505637 , 0.300988505638
[ 0.3521175   0.87094448] , [ 0.01  0.86  0.13] , 0.332645747971 , 0.332645747971
[ 0.44474282  0.82691479] , [ 0.01  0.87  0.12] , 0.366193405042 , 0.366193405042
[ 0.98876011  0.58158231] , [ 0.01  0.88  0.11] , 0.401753112709 , 0.401753112709
[ 0.48680516  0.79694363] , [ 0.01  0.89  0.1 ] , 0.439473992669 , 0.43947399267
[ 0.65504496  0.58103171] , [ 0.01  0.9   0.09] , 0.479540655655 , 0.479540655655
[ 0.82880496  0.26046925] , [ 0.01  0.91  0.08] , 0.522184809803 , 0.522184809802
[ 0.64302388  0.60350561] , [ 0.01  0.92  0.07] , 0.567702667189 , 0.567702667189
[ 0.86605344  0.32944342] , [ 0.01  0.93  0.06] , 0.616482159961 , 0.616482159961
[ 0.63877813  0.32067134] , [ 0.01  0.94  0.05] , 0.66904782994 , 0.66904782994
[ 0.91313176  0.51662794] , [ 0.01  0.95  0.04] , 0.726140252447 , 0.726140252447
[ 0.22544204  0.56051772] , [ 0.01  0.96  0.03] , 0.78887079583 , 0.78887079583
[ 0.63850422  0.54173179] , [ 0.01  0.97  0.02] , 0.859069294445 , 0.859069294445
[ 0.49800826  0.42948894] , [ 0.01  0.98  0.01] , 0.940274142574 , 0.940274142574
[ 0.16609111  0.15458188] , [ 0.02  0.01  0.97] , 5.60648842675e-12 , -4.37694749793e-17
[ 0.91350609  0.29191873] , [ 0.02  0.02  0.96] , 5.73195610109e-16 , -8.26816491814e-17
[ 0.61617148  0.16588067] , [ 0.02  0.03  0.95] , -4.44546960124e-17 , -6.67017138032e-17
[ 0.8392121   0.77187294] , [ 0.02  0.04  0.94] , -1.90892233358e-17 , 9.92887845811e-17
[ 0.28289999  0.93001593] , [ 0.02  0.05  0.93] , 1.36508146733e-17 , -9.42600411944e-19
[ 0.99244079  0.76298426] , [ 0.02  0.06  0.92] , 1.53588051672e-17 , 5.76689285743e-17
[ 0.9148326   0.87438261] , [ 0.02  0.07  0.91] , -5.71799583713e-18 , 2.33061193484e-17
[ 0.14974194  0.87347384] , [ 0.02  0.08  0.9 ] , 1.07646876985e-17 , -9.36200682968e-17
[ 0.74955923  0.6713472 ] , [ 0.02  0.09  0.89] , -4.59352239005e-18 , -5.64206156526e-17
[ 0.8748904   0.84059385] , [ 0.02  0.1   0.88] , -8.93784134781e-17 , 1.58275066663e-18
[ 0.88050751  0.12497772] , [ 0.02  0.11  0.87] , 6.23873055785e-18 , 5.06828658538e-17
[ 0.90864584  0.16255309] , [ 0.02  0.12  0.86] , -5.89510943568e-17 , -2.88330831257e-18
[ 0.78690133  0.65563938] , [ 0.02  0.13  0.85] , -9.18916851135e-17 , 3.33415248214e-18
[ 0.35677006  0.20181126] , [ 0.02  0.14  0.84] , -9.03064204009e-18 , -3.50957415213e-17
[ 0.56140461  0.78416466] , [ 0.02  0.15  0.83] , -1.51501832294e-17 , 9.61889136472e-18
[ 0.14121975  0.19817928] , [ 0.02  0.16  0.82] , 3.47829903342e-17 , -3.20484471646e-17
[ 0.50642995  0.87142436] , [ 0.02  0.17  0.81] , -1.44255238852e-17 , -3.10182211687e-17
[ 0.15151492  0.31167188] , [ 0.02  0.18  0.8 ] , 6.85746630214e-18 , 6.51446463352e-17
[ 0.5191249   0.07199386] , [ 0.02  0.19  0.79] , 2.85481426981e-17 , 7.58868887388e-17
[ 0.2965014   0.57364035] , [ 0.02  0.2   0.78] , 5.79202881198e-17 , 4.02945753305e-17
[ 0.01017036  0.48616715] , [ 0.02  0.21  0.77] , 2.76957869505e-17 , -3.30449393568e-18
[ 0.22794784  0.39359291] , [ 0.02  0.22  0.76] , -4.16333634234e-17 , -5.52061868446e-17
[ 0.95813766  0.85635255] , [ 0.02  0.23  0.75] , -1.2550932026e-17 , -2.32367614505e-17
[ 0.72484827  0.87578268] , [ 0.02  0.24  0.74] , 5.27883399326e-17 , 4.40645608404e-17
[ 0.51735095  0.19998838] , [ 0.02  0.25  0.73] , -7.87657922811e-18 , -3.50038766656e-17
[ 0.09349607  0.85051655] , [ 0.02  0.26  0.72] , -3.13724280871e-18 , 3.32401956283e-17
[ 0.64261443  0.10019258] , [ 0.02  0.27  0.71] , 2.03428837341e-17 , 4.6880998315e-17
[ 0.12707227  0.4174179 ] , [ 0.02  0.28  0.7 ] , -1.83042787755e-18 , 5.27500898337e-17
[ 0.72572814  0.43693725] , [ 0.02  0.29  0.69] , -9.49030309369e-18 , -4.00908242715e-17
[ 0.89676037  0.09419468] , [ 0.02  0.3   0.68] , -2.89593250812e-17 , -3.82071512942e-17
[ 0.4038574   0.93653247] , [ 0.02  0.31  0.67] , 9.191296149e-18 , -5.55825274168e-17
[ 0.80336506  0.11094141] , [ 0.02  0.32  0.66] , 4.59473008781e-18 , -8.0425520397e-17
[ 0.98279023  0.41086512] , [ 0.02  0.33  0.65] , -1.57553916203e-17 , 5.81377519848e-17
[ 0.26507391  0.7990303 ] , [ 0.02  0.34  0.64] , -2.23747409366e-17 , -3.80310120913e-17
[ 0.17450246  0.31472705] , [ 0.02  0.35  0.63] , 2.42547946198e-17 , -5.11257929233e-17
[ 0.52429432  0.95704739] , [ 0.02  0.36  0.62] , 2.77555756156e-17 , -4.723163572e-18
[ 0.87675043  0.64057143] , [ 0.02  0.37  0.61] , 2.88520185209e-17 , 1.49797522525e-17
[ 0.03040151  0.30524912] , [ 0.02  0.38  0.6 ] , -3.5053970061e-18 , 4.451326876e-17
[ 0.98111224  0.53953686] , [ 0.02  0.39  0.59] , -1.35656578704e-18 , 5.36470677581e-17
[ 0.01238448  0.71855285] , [ 0.02  0.4   0.58] , 8.25262985641e-18 , -3.05233590326e-18
[ 0.16430843  0.68362491] , [ 0.02  0.41  0.57] , 2.72473035533e-17 , -2.35339550119e-17
[ 0.82645218  0.73716036] , [ 0.02  0.42  0.56] , 6.77003520162e-17 , -8.54996587243e-18
[ 0.96891321  0.23792862] , [ 0.02  0.43  0.55] , 4.68434574546e-17 , 3.38381254137e-16
[ 0.44523776  0.32386844] , [ 0.02  0.44  0.54] , 2.6239536695e-17 , 7.62457281328e-17
[ 0.89378381  0.593125  ] , [ 0.02  0.45  0.53] , 6.7604934449e-17 , 6.69085392276e-16
[ 0.64153481  0.6601239 ] , [ 0.02  0.46  0.52] , 8.95984731179e-18 , 8.3889718132e-17
[ 0.24360102  0.87661433] , [ 0.02  0.47  0.51] , 1.69875455578e-17 , 2.14693367752e-15
[ 0.20552174  0.89982104] , [ 0.02  0.48  0.5 ] , -1.03129464459e-17 , 7.84814629985e-15
[ 0.98698917  0.49139233] , [ 0.02  0.49  0.49] , -1.40904603604e-17 , 7.26620585389e-14
[ 0.10024947  0.09946712] , [ 0.02  0.5   0.48] , 8.84578075608e-18 , 7.59361178002e-16
[ 0.02738627  0.96005476] , [ 0.02  0.51  0.47] , 3.34655921534e-17 , 3.11999052789e-13
[ 0.82204569  0.93220761] , [ 0.02  0.52  0.46] , 4.88913768192e-17 , 6.12212187358e-14
[ 0.39026565  0.50659399] , [ 0.02  0.53  0.45] , 1.9096311114e-17 , 3.15059297307e-13
[ 0.24854512  0.34865549] , [ 0.02  0.54  0.44] , 3.49581256377e-17 , 1.17421090754e-12
[ 0.48657375  0.96392096] , [ 0.02  0.55  0.43] , 3.64735957683e-17 , 2.29237775646e-11
[ 0.76249219  0.33272567] , [ 0.02  0.56  0.42] , -4.57293729925e-18 , 2.76373734366e-11
[ 0.82139179  0.17577919] , [ 0.02  0.57  0.41] , 4.88613145647e-17 , 3.1478191621e-10
[ 0.93998854  0.9388286 ] , [ 0.02  0.58  0.4 ] , 1.09484991635e-17 , 2.46730093359e-10
[ 0.02880166  0.46311935] , [ 0.02  0.59  0.39] , 2.8476983354e-17 , 3.14678649616e-09
[ 0.49045173  0.45015918] , [ 0.02  0.6   0.38] , -9.05305125419e-18 , 5.50770965902e-09
[ 0.13372089  0.51726949] , [ 0.02  0.61  0.37] , -8.04709269963e-18 , 7.02695058753e-08
[ 0.38865183  0.10278139] , [ 0.02  0.62  0.36] , 1.46331891866e-17 , 9.55149466869e-08
[ 0.32312432  0.16165192] , [ 0.02  0.63  0.35] , 5.37985019462e-17 , 1.10428232635e-06
[ 0.57103825  0.14108111] , [ 0.02  0.64  0.34] , -3.84313179214e-17 , 4.27722495588e-06
[ 0.93719515  0.08503725] , [ 0.02  0.65  0.33] , -1.50794463209e-17 , 1.06421728579e-07
[ 0.93742192  0.3993391 ] , [ 0.02  0.66  0.32] , 0.000380872598742 , 0.000524727393442
[ 0.63319739  0.50135756] , [ 0.02  0.67  0.31] , 0.00270832984951 , 0.00276413526167
[ 0.23675076  0.09760762] , [ 0.02  0.68  0.3 ] , 0.00698865933755 , 0.00699359165365
[ 0.79605528  0.59669985] , [ 0.02  0.69  0.29] , 0.0130797856667 , 0.0130800245316
[ 0.71592001  0.96064394] , [ 0.02  0.7   0.28] , 0.0208761344574 , 0.0208761785103
[ 0.20997674  0.27578198] , [ 0.02  0.71  0.27] , 0.0302982927564 , 0.0302982943528
[ 0.69950987  0.41907346] , [ 0.02  0.72  0.26] , 0.0412865502742 , 0.0412865503019
[ 0.20138314  0.96646444] , [ 0.02  0.73  0.25] , 0.05379669312 , 0.0537966931489
[ 0.41421991  0.10846738] , [ 0.02  0.74  0.24] , 0.0677971917026 , 0.0677971917027
[ 0.39959697  0.16135033] , [ 0.02  0.75  0.23] , 0.0832673018283 , 0.0832673018283
[ 0.6025464   0.17269148] , [ 0.02  0.76  0.22] , 0.100195797374 , 0.100195797374
[ 0.33226935  0.21170296] , [ 0.02  0.77  0.21] , 0.118580165341 , 0.118580165341
[ 0.24604701  0.6696779 ] , [ 0.02  0.78  0.2 ] , 0.138426161652 , 0.138426161652
[ 0.18292448  0.11286406] , [ 0.02  0.79  0.19] , 0.159747669639 , 0.159747669639
[ 0.67858316  0.32313237] , [ 0.02  0.8   0.18] , 0.182566833957 , 0.182566833957
[ 0.06159044  0.06793807] , [ 0.02  0.81  0.17] , 0.206914467163 , 0.206914467163
[ 0.70053731  0.87396349] , [ 0.02  0.82  0.16] , 0.232830748886 , 0.232830748886
[ 0.30507734  0.5199943 ] , [ 0.02  0.83  0.15] , 0.260366261884 , 0.260366261884
[ 0.17427239  0.94865474] , [ 0.02  0.84  0.14] , 0.289583439321 , 0.289583439321
[ 0.39240662  0.92315549] , [ 0.02  0.85  0.13] , 0.320558538122 , 0.320558538122
[ 0.62237091  0.33028974] , [ 0.02  0.86  0.12] , 0.3533843121 , 0.3533843121
[ 0.26656986  0.81598708] , [ 0.02  0.87  0.11] , 0.388173647916 , 0.388173647916
[ 0.95454495  0.81246403] , [ 0.02  0.88  0.1 ] , 0.425064568931 , 0.425064568931
[ 0.82395692  0.50879295] , [ 0.02  0.89  0.09] , 0.464227246372 , 0.464227246372
[ 0.80972773  0.77842463] , [ 0.02  0.9   0.08] , 0.505874061413 , 0.505874061413
[ 0.30060119  0.76940928] , [ 0.02  0.91  0.07] , 0.550274492846 , 0.550274492846
[ 0.33397628  0.21623102] , [ 0.02  0.92  0.06] , 0.597778005778 , 0.597778005779
[ 0.21239382  0.24504759] , [ 0.02  0.93  0.05] , 0.648850994792 , 0.648850994792
[ 0.37616318  0.31156585] , [ 0.02  0.94  0.04] , 0.704140295014 , 0.704140295014
[ 0.04944878  0.39173611] , [ 0.02  0.95  0.03] , 0.764592062478 , 0.764592062478
[ 0.80359826  0.60282253] , [ 0.02  0.96  0.02] , 0.831703096625 , 0.831703096625
[ 0.18009793  0.38804512] , [ 0.02  0.97  0.01] , 0.908164587991 , 0.908164587991
[ 0.54397509  0.8239747 ] , [ 0.03  0.01  0.96] , 2.8204667728e-15 , 2.09218732395e-17
[ 0.82548089  0.25106739] , [ 0.03  0.02  0.95] , 2.0152005462e-15 , -5.19572920392e-17
[ 0.36143489  0.26889302] , [ 0.03  0.03  0.94] , 1.08012367369e-16 , -7.10831937876e-17
[ 0.93751138  0.59818258] , [ 0.03  0.04  0.93] , -1.57104551552e-17 , -5.01534742275e-17
[ 0.79814068  0.57947865] , [ 0.03  0.05  0.92] , 1.77435383398e-18 , 5.12173519269e-17
[ 0.6370064   0.09298863] , [ 0.03  0.06  0.91] , -5.83656981801e-17 , 2.39264169891e-17
[ 0.2178722   0.48350805] , [ 0.03  0.07  0.9 ] , -3.68008698514e-17 , 3.99963399003e-17
[ 0.47059423  0.03942702] , [ 0.03  0.08  0.89] , -4.55692544353e-17 , -1.01790376881e-17
[ 0.71841006  0.4696964 ] , [ 0.03  0.09  0.88] , -4.4556087634e-17 , 6.74485745474e-17
[ 0.89164424  0.9828021 ] , [ 0.03  0.1   0.87] , -6.15413145859e-19 , 6.58100849263e-17
[ 0.98398562  0.89706914] , [ 0.03  0.11  0.86] , 4.40761867727e-18 , -1.87637790285e-17
[ 0.88592714  0.69930151] , [ 0.03  0.12  0.85] , -4.06420459433e-17 , 2.21540617808e-17
[ 0.96731424  0.06094456] , [ 0.03  0.13  0.84] , -3.02613787455e-17 , 1.44636594416e-18
[ 0.97736899  0.48697346] , [ 0.03  0.14  0.83] , -8.58239864584e-17 , -2.64984402779e-17
[ 0.93100318  0.56006221] , [ 0.03  0.15  0.82] , 1.53809994232e-17 , 4.15050521811e-17
[ 0.51195411  0.86025307] , [ 0.03  0.16  0.81] , 7.12387157311e-17 , -6.39707528442e-17
[ 0.31863865  0.63091711] , [ 0.03  0.17  0.8 ] , 9.44085313586e-17 , -3.07887518051e-17
[ 0.26236373  0.39650441] , [ 0.03  0.18  0.79] , 2.30340583753e-18 , -4.2919767851e-17
[ 0.37915293  0.06150344] , [ 0.03  0.19  0.78] , -4.22496356535e-17 , 7.68060790816e-17
[ 0.78447541  0.26654726] , [ 0.03  0.2   0.77] , 3.27877556916e-17 , -5.07812097132e-17
[ 0.13050295  0.12362697] , [ 0.03  0.21  0.76] , 5.20271774166e-18 , 1.24937986282e-18
[ 0.10570992  0.3195961 ] , [ 0.03  0.22  0.75] , 5.11861744374e-17 , -6.66378465698e-17
[ 0.39317101  0.38027731] , [ 0.03  0.23  0.74] , -1.25421068484e-17 , -3.96557919211e-17
[ 0.12082338  0.46672306] , [ 0.03  0.24  0.73] , -1.04893716951e-17 , -1.28488326099e-17
[ 0.2986451   0.98721591] , [ 0.03  0.25  0.72] , -5.39206740988e-17 , 2.08454108218e-17
[ 0.56036989  0.26508006] , [ 0.03  0.26  0.71] , 4.59172557735e-17 , -5.81716208364e-17
[ 0.23683622  0.3758043 ] , [ 0.03  0.27  0.7 ] , 3.57292825608e-17 , -3.92944104765e-17
[ 0.54424872  0.09048116] , [ 0.03  0.28  0.69] , 5.98890710659e-17 , 2.69383381086e-17
[ 0.64262865  0.96097635] , [ 0.03  0.29  0.68] , -2.92343124846e-18 , 3.65933021061e-17
[ 0.62688297  0.46330272] , [ 0.03  0.3   0.67] , -4.47101722308e-18 , 6.07221396649e-17
[ 0.28877527  0.88042956] , [ 0.03  0.31  0.66] , 4.34980288122e-18 , 1.07091478052e-17
[ 0.21231728  0.61707334] , [ 0.03  0.32  0.65] , 2.03036981937e-17 , -4.5308465428e-17
[ 0.42707039  0.97855886] , [ 0.03  0.33  0.64] , 2.98642857411e-17 , 1.09568239077e-17
[ 0.83831114  0.37675797] , [ 0.03  0.34  0.63] , 2.11199474305e-17 , 3.81512804508e-18
[ 0.67861106  0.9046995 ] , [ 0.03  0.35  0.62] , -2.77555756156e-17 , 2.78551184839e-17
[ 0.62451238  0.56467596] , [ 0.03  0.36  0.61] , 1.71377694208e-17 , 2.51966205342e-17
[ 0.70287864  0.30337555] , [ 0.03  0.37  0.6 ] , 2.55256349978e-17 , -5.43547563409e-19
[ 0.72351901  0.59017932] , [ 0.03  0.38  0.59] , 1.97311643019e-17 , -1.64527533949e-17
[ 0.95494722  0.68680171] , [ 0.03  0.39  0.58] , 1.99946804073e-17 , -1.91334098263e-17
[ 0.85004107  0.109282  ] , [ 0.03  0.4   0.57] , 1.9865056147e-17 , 4.31804784591e-18
[ 0.28538942  0.67236659] , [ 0.03  0.41  0.56] , 6.19103285626e-17 , 4.0091202883e-17
[ 0.02986063  0.99125918] , [ 0.03  0.42  0.55] , 6.93170607047e-17 , 3.97570704672e-17
[ 0.68762577  0.73240276] , [ 0.03  0.43  0.54] , -1.15733734855e-17 , 3.29471996782e-17
[ 0.39710649  0.20232073] , [ 0.03  0.44  0.53] , -1.39730847242e-17 , 1.08954604617e-16
[ 0.09692706  0.58758488] , [ 0.03  0.45  0.52] , 6.4226653463e-17 , 1.54694380822e-16
[ 0.77395847  0.70509233] , [ 0.03  0.46  0.51] , 3.94384161248e-17 , 5.93496515033e-16
[ 0.31733451  0.55463252] , [ 0.03  0.47  0.5 ] , -7.63779575726e-18 , 4.85513667983e-16
[ 0.0589433   0.09925603] , [ 0.03  0.48  0.49] , -6.69650740855e-18 , 1.01018864552e-16
[ 0.94526457  0.6082686 ] , [ 0.03  0.49  0.48] , 0.0 , 6.12503315146e-14
[ 0.53907812  0.62817481] , [ 0.03  0.5   0.47] , 7.42177566236e-18 , 4.96233599503e-15
[ 0.25993202  0.43986401] , [ 0.03  0.51  0.46] , 2.98880159348e-17 , 7.19722852604e-14
[ 0.79297961  0.71152507] , [ 0.03  0.52  0.45] , 3.44240938087e-17 , 9.83067786102e-15
[ 0.29194886  0.11481989] , [ 0.03  0.53  0.44] , 2.46091639162e-18 , 1.41185383012e-15
[ 0.03371515  0.10856904] , [ 0.03  0.54  0.43] , 6.12444514811e-17 , 2.29951594588e-12
[ 0.19212425  0.59660702] , [ 0.03  0.55  0.42] , 0.0 , 3.43389634002e-11
[ 0.62379783  0.70668344] , [ 0.03  0.56  0.41] , 3.35713943487e-17 , 4.8608081645e-11
[ 0.89995114  0.57595882] , [ 0.03  0.57  0.4 ] , 4.7755270005e-17 , 2.66102824308e-11
[ 0.86072442  0.41617042] , [ 0.03  0.58  0.39] , 1.52369689828e-17 , 3.49567835891e-10
[ 0.74165042  0.32559766] , [ 0.03  0.59  0.38] , 3.76197606883e-17 , 2.25075116012e-10
[ 0.25716071  0.08170187] , [ 0.03  0.6   0.37] , -2.19111100713e-18 , 1.2004284336e-08
[ 0.76563436  0.9143873 ] , [ 0.03  0.61  0.36] , -4.87040858641e-17 , 1.63779021214e-07
